Agent,w_0,w_1,w_2,w_3
agent_4923,0.474479,0.928880,0.380379,0.092123
agent_4924,0.667199,0.802039,0.504657,0.072114
agent_4925,0.653506,0.719187,0.418618,0.197496
agent_4926,0.688155,0.902868,0.207512,0.077851
agent_4927,0.715794,0.776000,0.375602,0.073209
agent_4928,0.505307,0.872478,0.294729,0.282740
agent_4929,0.550973,0.693433,0.410796,0.195952
agent_4930,0.496965,0.796495,0.380330,0.165506
agent_4931,0.633606,0.983839,0.402532,0.234271
agent_4932,0.576028,0.790179,0.496472,0.243423
agent_4933,0.637692,0.566679,0.215753,0.355896
agent_4934,0.696150,0.819719,0.424290,0.255967
agent_4935,0.777996,0.768296,0.549924,0.251999
agent_4936,0.608620,0.817066,0.414857,0.254379
agent_4937,0.548181,0.915284,0.443792,0.155297
agent_4938,0.606351,0.817427,0.535877,0.112310
agent_4939,0.685539,0.974680,0.594285,0.119223
agent_4940,0.764209,0.744351,0.371429,0.075084
agent_4941,0.603773,0.763572,0.477069,0.169544
agent_4942,0.668264,0.827536,0.394525,0.087558
agent_4943,0.596351,0.788563,0.372629,0.237228
agent_4944,0.572028,0.610590,0.541690,0.284489
agent_4945,0.478330,0.756847,0.348741,0.072325
agent_4946,0.713551,0.790494,0.413705,0.040839
agent_4947,0.830872,0.680122,0.294286,0.325315
agent_4948,0.569478,0.800971,0.469215,0.151643
agent_4949,0.547642,0.736729,0.456865,0.432166
agent_4950,0.586584,0.853702,0.313247,0.311761
agent_4951,0.597180,0.830505,0.478537,0.302121
agent_4952,0.533723,0.632721,0.369790,0.305909
agent_4953,0.652543,0.700333,0.462769,0.192464
agent_4954,0.706392,0.746173,0.341571,0.297941
agent_4955,0.515983,0.872037,0.421728,0.110668
agent_4956,0.551511,0.780033,0.347058,0.078338
agent_4957,0.620306,0.645610,0.459576,0.076112
agent_4958,0.673195,0.809846,0.499472,0.197476
agent_4959,0.449419,0.850403,0.401615,0.403567
agent_4960,0.836047,0.678005,0.420282,0.207870
agent_4961,0.463900,0.708595,0.387062,0.143029
agent_4962,0.698437,0.842899,0.389634,0.229912
agent_4963,0.461274,0.829283,0.411891,0.184410
agent_4964,0.701703,0.842003,0.349663,0.283388
agent_4965,0.677888,0.929014,0.360988,0.066221
agent_4966,0.616666,0.780359,0.496367,0.247461
agent_4967,0.677215,0.634187,0.459440,0.090605
agent_4968,0.507066,0.699546,0.473052,0.141048
agent_4969,0.597255,0.797180,0.418111,0.324335
agent_4970,0.773582,0.872061,0.531720,0.296294
agent_4971,0.660737,0.875499,0.226766,0.275223
agent_4972,0.523272,0.751749,0.371049,0.227390
agent_4973,0.432209,0.813497,0.228734,0.102974
agent_4974,0.679533,0.729100,0.255895,0.380825
agent_4975,0.599357,0.850046,0.359463,0.206496
agent_4976,0.587930,0.901080,0.548343,0.146456
agent_4977,0.620236,0.888318,0.449442,0.232407
agent_4978,0.456010,0.819500,0.342114,0.279991
agent_4979,0.708022,0.749913,0.433476,0.044470
agent_4980,0.710485,0.912339,0.540457,0.119378
agent_4981,0.654606,0.816354,0.374092,0.190266
agent_4982,0.726100,0.700937,0.504779,0.059665
agent_4983,0.714195,0.772942,0.049880,0.077417
agent_4984,0.655512,0.844322,0.391040,0.367886
agent_4985,0.486454,0.572041,0.212400,0.313335
agent_4986,0.605949,0.815641,0.448193,0.380017
agent_4987,0.486002,0.892326,0.430427,0.261184
agent_4988,0.605408,0.686197,0.508207,0.277477
agent_4989,0.619464,0.900052,0.533474,0.214223
agent_4990,0.748451,0.925999,0.346157,0.243261
agent_4991,0.578341,0.841870,0.311385,0.315716
agent_4992,0.591183,0.685846,0.353101,0.118388
agent_4993,0.867015,0.712107,0.458238,0.199934
agent_4994,0.589461,0.770126,0.480097,0.076193
agent_4995,0.648383,0.995343,0.472150,0.194360
agent_4996,0.559459,0.640561,0.313175,0.212288
agent_4997,0.472775,0.730909,0.473708,0.289960
agent_4998,0.673502,0.768137,0.438407,0.094609
agent_4999,0.510131,0.734880,0.394479,0.005046
agent_5000,0.581712,0.785301,0.513451,0.172837
agent_5001,0.497600,0.672043,0.466187,0.264921
agent_5002,0.756143,0.783486,0.381458,0.110540
agent_5003,0.647869,0.753055,0.395889,0.246526
agent_5004,0.601479,0.763376,0.234980,0.139715
agent_5005,0.626541,0.927092,0.313440,0.129110
agent_5006,0.591254,0.872144,0.419999,0.108240
agent_5007,0.519642,0.847333,0.502828,0.153961
agent_5008,0.538777,0.830064,0.294271,0.111969
agent_5009,0.595104,0.794440,0.542493,0.000000
agent_5010,0.747930,0.747330,0.508325,0.174439
agent_5011,0.704609,0.884036,0.638976,0.274869
agent_5012,0.603569,0.829052,0.311236,0.081121
agent_5013,0.356766,0.614971,0.369145,0.098785
agent_5014,0.631864,0.588030,0.388796,0.013607
agent_5015,0.541058,0.662016,0.364217,0.214919
agent_5016,0.602659,0.899536,0.573726,0.129036
agent_5017,0.763195,0.806537,0.309315,0.105126
agent_5018,0.645338,0.685456,0.301840,0.310283
agent_5019,0.733344,0.985026,0.514490,0.154806
agent_5020,0.431167,0.757774,0.396260,0.233062
agent_5021,0.525606,0.716511,0.409272,0.218278
agent_5022,0.672681,1.000000,0.385825,0.142791
agent_5023,0.556217,0.832914,0.350810,0.255737
agent_5024,0.361834,0.842232,0.310479,0.002951
agent_5025,0.534675,0.879825,0.165522,0.104853
agent_5026,0.396528,0.815671,0.427397,0.084983
agent_5027,0.553761,0.792135,0.439579,0.330480
agent_5028,0.636388,0.789130,0.281939,0.245161
agent_5029,0.612355,0.812439,0.453602,0.197837
agent_5030,0.743000,0.662774,0.560638,0.201707
agent_5031,0.515650,0.920966,0.320399,0.367394
agent_5032,0.599419,0.773013,0.265537,0.189461
agent_5033,0.368213,0.841686,0.359108,0.143954
agent_5034,0.695034,0.835791,0.299714,0.260440
agent_5035,0.673772,0.642537,0.545691,0.133511
agent_5036,0.455270,0.771117,0.261727,0.240412
agent_5037,0.564788,0.816462,0.337844,0.147120
agent_5038,0.718752,0.691420,0.349754,0.270381
agent_5039,0.499029,0.748442,0.340074,0.175410
agent_5040,0.555911,0.736963,0.373885,0.471170
agent_5041,0.572573,0.901359,0.527557,0.277269
agent_5042,0.493641,0.715395,0.535972,0.314921
agent_5043,0.635076,0.710151,0.502440,0.221701
agent_5044,0.683046,0.874668,0.322398,0.215218
agent_5045,0.461100,0.712470,0.440951,0.185176
agent_5046,0.721638,0.785343,0.439210,0.030849
agent_5047,0.748768,0.957552,0.246340,0.402033
agent_5048,0.591765,0.733447,0.237886,0.015130
agent_5049,0.639161,0.839721,0.467021,0.217179
agent_5050,0.471733,0.785402,0.319905,0.143674
agent_5051,0.640285,0.773895,0.476411,0.257996
agent_5052,0.417068,0.673797,0.632713,0.172457
agent_5053,0.622048,0.868229,0.537373,0.290857
agent_5054,0.577236,0.840228,0.442846,0.361811
agent_5055,0.488552,0.714922,0.448559,0.171669
agent_5056,0.395260,0.764289,0.322096,0.137835
agent_5057,0.615008,0.959938,0.563164,0.207867
agent_5058,0.611949,0.778755,0.371802,0.160143
agent_5059,0.447701,0.859685,0.361732,0.000000
agent_5060,0.633765,0.697098,0.234407,0.362706
agent_5061,0.636522,0.829149,0.493492,0.179687
agent_5062,0.448193,0.801138,0.315248,0.268413
agent_5063,0.493153,0.778062,0.333381,0.315137
agent_5064,0.647191,0.868115,0.497158,0.135492
agent_5065,0.713579,0.847463,0.398708,0.168042
agent_5066,0.742873,0.922964,0.676393,0.278696
agent_5067,0.663115,0.823404,0.183455,0.065178
agent_5068,0.561615,0.729697,0.472749,0.016868
agent_5069,0.624947,0.761000,0.249906,0.214892
agent_5070,0.522469,0.866621,0.241506,0.189535
agent_5071,0.596029,0.952156,0.392874,0.168486
agent_5072,0.641966,0.821106,0.359941,0.233920
agent_5073,0.628193,0.913369,0.354302,0.241875
agent_5074,0.647918,0.885759,0.275135,0.051578
agent_5075,0.561206,0.697871,0.205957,0.078468
agent_5076,0.459275,0.684982,0.383145,0.109338
agent_5077,0.778122,0.881551,0.416321,0.249939
agent_5078,0.708526,0.805247,0.468122,0.380589
agent_5079,0.562556,0.697828,0.451782,0.166841
agent_5080,0.484178,1.000000,0.407702,0.273175
agent_5081,0.553013,0.792914,0.350352,0.141238
agent_5082,0.611632,0.660110,0.322715,0.339921
agent_5083,0.495637,0.760876,0.378824,0.294108
agent_5084,0.492766,0.907608,0.302155,0.086464
agent_5085,0.701580,0.980113,0.147271,0.284850
agent_5086,0.464074,0.967738,0.619175,0.081186
agent_5087,0.568186,0.653291,0.315199,0.193870
agent_5088,0.584113,0.692856,0.417713,0.282821
agent_5089,0.590081,0.841905,0.722844,0.371903
agent_5090,0.608831,0.899268,0.489380,0.283390
agent_5091,0.748268,0.772531,0.254119,0.153411
agent_5092,0.679183,0.919388,0.426951,0.091383
agent_5093,0.782722,0.662729,0.355281,0.223525
agent_5094,0.529893,0.759190,0.474791,0.183308
agent_5095,0.585127,0.772453,0.379142,0.206550
agent_5096,0.622897,0.941229,0.377094,0.080641
agent_5097,0.735755,0.911720,0.346071,0.291388
agent_5098,0.448825,0.968647,0.390846,0.184445
agent_5099,0.509878,0.690694,0.323532,0.358388
agent_5100,0.656738,0.800047,0.475053,0.209703
agent_5101,0.778621,0.731249,0.463434,0.129413
agent_5102,0.591973,0.592561,0.492273,0.355737
agent_5103,0.640059,0.773160,0.589232,0.249119
agent_5104,0.625346,0.747281,0.628487,0.058198
agent_5105,0.710866,0.734983,0.279629,0.197125
agent_5106,0.426802,0.931715,0.448872,0.130345
agent_5107,0.535225,0.752193,0.272027,0.169630
agent_5108,0.576943,0.735016,0.295106,0.385102
agent_5109,0.627283,0.728106,0.473199,0.331149
agent_5110,0.555882,0.767011,0.288120,0.264849
agent_5111,0.615634,0.909831,0.501123,0.066640
agent_5112,0.634279,0.528815,0.527541,0.144441
agent_5113,0.697533,0.731659,0.436481,0.451221
agent_5114,0.667328,0.785502,0.332410,0.231484
agent_5115,0.572438,0.832364,0.284915,0.395453
agent_5116,0.639492,0.832674,0.310322,0.413166
agent_5117,0.595612,0.782871,0.467399,0.329026
agent_5118,0.467522,0.895581,0.390532,0.271517
agent_5119,0.526296,0.935530,0.529184,0.114370
agent_5120,0.492777,0.695476,0.345024,0.266357
agent_5121,0.550377,0.830539,0.424059,0.213944
agent_5122,0.613835,0.761543,0.426537,0.172886
agent_5123,0.623856,0.840005,0.269235,0.243438
agent_5124,0.490132,0.698097,0.392658,0.279050
agent_5125,0.719689,0.886387,0.333945,0.100996
agent_5126,0.640511,0.698137,0.405011,0.143701
agent_5127,0.687944,0.855458,0.552624,0.271085
agent_5128,0.676668,0.639180,0.367710,0.195387
agent_5129,0.735510,0.794925,0.466413,0.162047
agent_5130,0.612605,0.790208,0.350701,0.246872
agent_5131,0.514602,0.849908,0.402747,0.214089
agent_5132,0.547574,0.913468,0.635517,0.188402
agent_5133,0.542458,0.670987,0.249894,0.101465
agent_5134,0.631896,0.789360,0.232730,0.236451
agent_5135,0.603659,0.791260,0.360562,0.201370
agent_5136,0.718368,0.723722,0.390773,0.115065
agent_5137,0.596725,0.729316,0.279139,0.263904
agent_5138,0.542571,0.910515,0.574656,0.249876
agent_5139,0.563617,0.852527,0.274155,0.341948
agent_5140,0.590282,0.755675,0.393260,0.394926
agent_5141,0.586829,0.635551,0.440064,0.223174
agent_5142,0.570700,0.880000,0.377148,0.288606
agent_5143,0.547426,0.705547,0.396901,0.276670
agent_5144,0.472089,0.669052,0.372502,0.150518
agent_5145,0.629072,0.779977,0.202976,0.101563
agent_5146,0.587330,0.639500,0.353709,0.242354
agent_5147,0.654992,0.922444,0.426013,0.243105
agent_5148,0.754965,0.744094,0.462158,0.147455
agent_5149,0.527148,0.669456,0.308411,0.302961
agent_5150,0.723138,0.855449,0.431268,0.332278
agent_5151,0.606604,0.825452,0.365686,0.129634
agent_5152,0.639447,0.779019,0.269004,0.146229
agent_5153,0.645742,0.854717,0.427643,0.249082
agent_5154,0.601184,0.818717,0.225739,0.212496
agent_5155,0.603892,0.748391,0.376522,0.255328
agent_5156,0.519903,0.770318,0.322434,0.150903
agent_5157,0.791642,0.667835,0.286839,0.060615
agent_5158,0.526029,0.783209,0.157774,0.187467
agent_5159,0.491448,0.714853,0.492948,0.009104
agent_5160,0.670495,0.942469,0.366337,0.315565
agent_5161,0.589784,0.788818,0.278879,0.211667
agent_5162,0.632995,0.883150,0.518322,0.239361
agent_5163,0.598985,0.754068,0.415800,0.358561
agent_5164,0.812348,0.817806,0.313136,0.140113
agent_5165,0.716851,0.744591,0.543958,0.277816
agent_5166,0.548872,0.874028,0.237465,0.217976
agent_5167,0.572691,0.796628,0.402148,0.147339
agent_5168,0.509566,0.935493,0.320710,0.119224
agent_5169,0.486964,0.754464,0.328221,0.067017
agent_5170,0.659040,0.882710,0.536841,0.209444
agent_5171,0.619695,0.713363,0.296261,0.033568
agent_5172,0.436275,0.988543,0.421928,0.049665
agent_5173,0.610766,1.000000,0.263413,0.179138
agent_5174,0.377450,0.731464,0.380877,0.047017
agent_5175,0.396469,0.808173,0.408696,0.221847
agent_5176,0.743942,0.923275,0.460888,0.137757
agent_5177,0.717974,0.695410,0.349046,0.246432
agent_5178,0.485128,0.842080,0.399889,0.161810
agent_5179,0.707231,0.810999,0.431067,0.225589
agent_5180,0.655723,0.758575,0.373650,0.163962
agent_5181,0.679842,0.875113,0.439973,0.334835
agent_5182,0.557857,0.888656,0.468868,0.073922
agent_5183,0.596729,0.680375,0.428798,0.133501
agent_5184,0.668570,0.861865,0.438357,0.174251
agent_5185,0.629484,0.764185,0.579651,0.084806
agent_5186,0.620753,0.966613,0.527791,0.241888
agent_5187,0.551812,0.726560,0.380653,0.199053
agent_5188,0.576675,0.684824,0.292564,0.187395
agent_5189,0.508438,0.693297,0.568469,0.137952
agent_5190,0.610556,0.834890,0.330899,0.248636
agent_5191,0.695567,0.666972,0.321588,0.191056
agent_5192,0.611891,0.852220,0.609703,0.184969
agent_5193,0.790495,0.772158,0.545307,0.119693
agent_5194,0.542777,0.645368,0.269193,0.252461
agent_5195,0.624887,0.713049,0.379469,0.245441
agent_5196,0.610298,0.742064,0.498609,0.271543
agent_5197,0.692090,0.966469,0.477672,0.171733
agent_5198,0.505538,0.885765,0.313541,0.246107
agent_5199,0.554621,0.779799,0.430543,0.310102
agent_5200,0.588384,0.796292,0.422334,0.295314
agent_5201,0.770983,0.848052,0.361641,0.130340
agent_5202,0.481265,0.849814,0.479564,0.175921
agent_5203,0.693185,0.734035,0.342589,0.376077
agent_5204,0.674108,0.792998,0.488266,0.255347
agent_5205,0.608181,0.825468,0.273572,0.227181
agent_5206,0.526883,0.744840,0.483621,0.060421
agent_5207,0.511447,0.995719,0.316313,0.268563
agent_5208,0.785421,0.920933,0.429434,0.376102
agent_5209,0.605341,0.792905,0.265956,0.158722
agent_5210,0.658288,0.725429,0.385228,0.284292
agent_5211,0.676363,0.712557,0.441733,0.032057
agent_5212,0.616282,0.908579,0.375638,0.176842
agent_5213,0.717741,0.733773,0.376054,0.311880
agent_5214,0.272159,0.794553,0.505028,0.300867
agent_5215,0.735662,0.754359,0.400487,0.175098
agent_5216,0.533248,0.603764,0.324871,0.218826
agent_5217,0.622890,0.854956,0.526165,0.272477
agent_5218,0.591817,0.824978,0.388056,0.230095
agent_5219,0.602248,0.791942,0.473137,0.241334
agent_5220,0.654559,0.685001,0.460122,0.097092
agent_5221,0.567339,0.776577,0.387989,0.280485
agent_5222,0.417977,0.824448,0.375860,0.137901
agent_5223,0.409971,0.748023,0.367899,0.304323
agent_5224,0.776523,0.697060,0.476322,0.108225
agent_5225,0.679501,0.845414,0.346575,0.105776
agent_5226,0.567605,0.885421,0.264909,0.134564
agent_5227,0.726680,0.540759,0.525301,0.151501
agent_5228,0.649384,0.850337,0.384760,0.366567
agent_5229,0.671367,0.900151,0.324798,0.121014
agent_5230,0.624288,0.851680,0.426257,0.052929
agent_5231,0.723503,0.946870,0.286874,0.141935
agent_5232,0.719840,0.835435,0.435255,0.246038
agent_5233,0.728024,0.821931,0.630240,0.259310
agent_5234,0.624286,0.836911,0.569585,0.171019
agent_5235,0.673549,0.856945,0.469903,0.223650
agent_5236,0.696639,0.877795,0.376505,0.295715
agent_5237,0.702980,0.891020,0.385035,0.270348
agent_5238,0.623800,0.820978,0.354417,0.292714
agent_5239,0.518936,0.851505,0.353308,0.122371
agent_5240,0.522636,0.857603,0.389134,0.200466
agent_5241,0.542653,0.757670,0.369962,0.379112
agent_5242,0.670214,0.703492,0.230992,0.332544
agent_5243,0.559479,0.815834,0.223654,0.135768
agent_5244,0.576990,0.669549,0.311562,0.336940
agent_5245,0.940060,0.956536,0.415373,0.216447
agent_5246,0.617148,0.871487,0.416058,0.119883
agent_5247,0.460351,0.870769,0.321582,0.099484
agent_5248,0.742034,0.933488,0.182559,0.252314
agent_5249,0.763129,0.833342,0.366386,0.312750
agent_5250,0.558719,0.839451,0.328519,0.364829
agent_5251,0.415303,0.771199,0.507559,0.292220
agent_5252,0.575708,0.848044,0.412753,0.165935
agent_5253,0.593428,0.832270,0.272945,0.266993
agent_5254,0.706976,0.728328,0.344594,0.223295
agent_5255,0.433001,0.934763,0.514354,0.089519
agent_5256,0.625413,0.594354,0.407459,0.236369
agent_5257,0.646879,0.844702,0.520739,0.159453
agent_5258,0.576203,0.658021,0.314829,0.094334
agent_5259,0.596238,0.660604,0.504511,0.104378
agent_5260,0.331238,0.918871,0.283576,0.127602
agent_5261,0.608755,0.591140,0.287008,0.309133
agent_5262,0.504886,0.700305,0.543306,0.123710
agent_5263,0.581620,0.785850,0.411276,0.389225
agent_5264,0.469719,0.849906,0.382776,0.263728
agent_5265,0.565630,0.732217,0.305131,0.132025
agent_5266,0.469100,0.868832,0.245748,0.196733
agent_5267,0.287104,0.940552,0.375716,0.059773
agent_5268,0.455525,0.808544,0.429597,0.170090
agent_5269,0.555338,0.882349,0.394379,0.294463
agent_5270,0.785592,0.712609,0.214257,0.205588
agent_5271,0.652145,0.948074,0.581976,0.251403
agent_5272,0.528927,0.799692,0.424749,0.242357
agent_5273,0.758132,0.747719,0.318423,0.252162
agent_5274,0.576095,0.890212,0.282759,0.249209
agent_5275,0.521423,0.789283,0.443584,0.266358
agent_5276,0.453871,0.957309,0.539345,0.125092
agent_5277,0.506364,0.786841,0.481439,0.332585
agent_5278,0.679677,0.884540,0.385578,0.255086
agent_5279,0.503078,0.743147,0.505866,0.076447
agent_5280,0.674648,0.808358,0.295250,0.146267
agent_5281,0.536552,0.704648,0.386579,0.215124
agent_5282,0.616373,0.880916,0.366538,0.113843
agent_5283,0.545128,0.552225,0.533803,0.266479
agent_5284,0.811290,0.782488,0.427426,0.267087
agent_5285,0.601522,0.728875,0.375425,0.279331
agent_5286,0.573428,0.774813,0.429882,0.257204
agent_5287,0.707439,0.809968,0.310955,0.200591
agent_5288,0.743334,0.893238,0.524629,0.319247
agent_5289,0.341650,0.829881,0.679145,0.131888
agent_5290,0.528860,0.707330,0.437179,0.322018
agent_5291,0.452394,0.841898,0.381102,0.304315
agent_5292,0.653927,0.681408,0.350553,0.195140
agent_5293,0.608021,0.703679,0.424377,0.000000
agent_5294,0.486835,0.769041,0.369313,0.150496
agent_5295,0.552407,0.588412,0.431530,0.099083
agent_5296,0.765578,0.711561,0.486975,0.202547
agent_5297,0.607496,0.793414,0.480209,0.175878
agent_5298,0.482926,0.617691,0.468593,0.246449
agent_5299,0.512314,0.917304,0.687971,0.116372
agent_5300,0.548852,0.627669,0.309015,0.016923
agent_5301,0.741468,0.688736,0.333956,0.142474
agent_5302,0.826455,0.906272,0.311313,0.356102
agent_5303,0.682358,0.673885,0.347091,0.361325
agent_5304,0.522966,0.783921,0.400866,0.284597
agent_5305,0.537438,0.956994,0.466252,0.196091
agent_5306,0.516165,0.749695,0.513742,0.230451
agent_5307,0.655819,0.791265,0.544699,0.224822
agent_5308,0.692035,0.714990,0.306653,0.315285
agent_5309,0.559904,0.656414,0.367858,0.082039
agent_5310,0.583186,0.872275,0.327902,0.157536
agent_5311,0.583786,0.794462,0.399077,0.140611
agent_5312,0.630306,0.815615,0.329272,0.127251
agent_5313,0.629347,0.780284,0.450383,0.121985
agent_5314,0.549987,0.747836,0.338505,0.259631
agent_5315,0.536716,0.790523,0.416204,0.000000
agent_5316,0.658963,1.000000,0.518777,0.154299
agent_5317,0.691027,0.758999,0.248845,0.129454
agent_5318,0.514981,0.858537,0.310473,0.132025
agent_5319,0.469221,1.000000,0.273821,0.309532
agent_5320,0.752891,0.833903,0.350703,0.256138
agent_5321,0.589913,0.905870,0.308189,0.058578
agent_5322,0.357786,0.803827,0.552297,0.117098
agent_5323,0.536734,0.958762,0.439106,0.081573
agent_5324,0.573191,0.704057,0.398799,0.344625
agent_5325,0.535895,0.822234,0.411930,0.327415
agent_5326,0.698610,0.791850,0.384620,0.323852
agent_5327,0.577237,0.804784,0.378415,0.137970
agent_5328,0.681572,0.871458,0.466362,0.060997
agent_5329,0.550998,0.761590,0.445723,0.122267
agent_5330,0.570939,0.848793,0.268295,0.266662
agent_5331,0.792965,0.791967,0.569560,0.273988
agent_5332,0.580958,0.786143,0.617059,0.212743
agent_5333,0.712719,1.000000,0.315226,0.195409
agent_5334,0.640505,0.797359,0.369528,0.072482
agent_5335,0.416226,0.987543,0.374067,0.248873
agent_5336,0.662022,0.892290,0.318283,0.319171
agent_5337,0.677330,0.720611,0.286599,0.191275
agent_5338,0.392814,0.914912,0.582576,0.228622
agent_5339,0.603454,0.928665,0.223695,0.360273
agent_5340,0.630256,0.684794,0.522810,0.237020
agent_5341,0.535589,0.943174,0.385991,0.246741
agent_5342,0.591864,0.755669,0.296824,0.026201
agent_5343,0.395405,0.646980,0.337884,0.127976
agent_5344,0.699762,0.848967,0.365992,0.091149
agent_5345,0.693623,0.785284,0.440851,0.149678
agent_5346,0.473416,0.711121,0.542303,0.091136
agent_5347,0.476017,0.773073,0.281958,0.249758
agent_5348,0.477729,0.797616,0.307698,0.288599
agent_5349,0.677464,0.933682,0.306850,0.174191
agent_5350,0.676372,0.779827,0.368485,0.180811
agent_5351,0.588010,1.000000,0.378381,0.243814
agent_5352,0.612016,0.816815,0.341587,0.152290
agent_5353,0.544521,0.823516,0.520495,0.373801
agent_5354,0.596858,0.773861,0.360762,0.232123
agent_5355,0.666260,0.837371,0.349671,0.048740
agent_5356,0.514565,0.758482,0.539915,0.301898
agent_5357,0.694861,0.688489,0.407234,0.315845
agent_5358,0.579701,0.913747,0.396462,0.226558
agent_5359,0.655261,0.881286,0.450463,0.192086
agent_5360,0.587007,0.742255,0.381365,0.154092
agent_5361,0.664206,0.793309,0.409921,0.243151
agent_5362,0.490851,0.918378,0.357086,0.217369
agent_5363,0.757236,0.869190,0.229601,0.168782
agent_5364,0.724332,0.777438,0.382437,0.285262
agent_5365,0.657121,0.767701,0.271547,0.143195
agent_5366,0.584401,0.792240,0.327965,0.180260
agent_5367,0.699224,0.829301,0.492183,0.160535
agent_5368,0.675528,0.588023,0.380637,0.131183
agent_5369,0.554564,0.941787,0.332857,0.000000
agent_5370,0.530248,0.818360,0.391932,0.378472
agent_5371,0.494743,0.825157,0.474118,0.091619
agent_5372,0.583686,0.869719,0.339233,0.317838
agent_5373,0.766207,0.817014,0.289040,0.154458
agent_5374,0.606899,0.620554,0.317053,0.268217
agent_5375,0.764368,0.786348,0.432763,0.210873
agent_5376,0.703354,0.820494,0.501712,0.193590
agent_5377,0.643128,0.701369,0.363906,0.267426
agent_5378,0.523975,0.717587,0.420533,0.331735
agent_5379,0.499886,0.730938,0.480769,0.313768
agent_5380,0.813853,0.943742,0.567293,0.182854
agent_5381,0.544420,0.781318,0.413615,0.388805
agent_5382,0.461371,0.823798,0.221400,0.274947
agent_5383,0.659984,0.766972,0.323710,0.233251
agent_5384,0.685337,0.560987,0.360256,0.162736
agent_5385,0.682045,0.898986,0.411092,0.064462
agent_5386,0.604474,0.885405,0.426503,0.205071
agent_5387,0.510115,0.822187,0.324049,0.180610
agent_5388,0.489270,0.700942,0.452910,0.094809
agent_5389,0.528390,0.862606,0.454025,0.318801
agent_5390,0.660773,0.868273,0.454195,0.334689
agent_5391,0.471420,0.690029,0.425601,0.185653
agent_5392,0.560170,0.851045,0.415640,0.146300
agent_5393,0.554432,0.650086,0.449491,0.242402
agent_5394,0.741458,0.830608,0.347188,0.224829
agent_5395,0.744934,0.708568,0.420616,0.349612
agent_5396,0.600829,0.742587,0.292392,0.136817
agent_5397,0.634340,0.658623,0.224205,0.299442
agent_5398,0.672588,0.871866,0.337517,0.100593
agent_5399,0.587916,0.945708,0.206278,0.079848
agent_5400,0.622030,0.790491,0.450818,0.318465
agent_5401,0.648948,0.875332,0.333441,0.131320
agent_5402,0.616723,0.661737,0.388262,0.027487
agent_5403,0.494066,0.930023,0.570744,0.261479
agent_5404,0.633734,0.781722,0.395490,0.090290
agent_5405,0.427900,0.852361,0.466113,0.355257
agent_5406,0.443423,0.758060,0.264067,0.193111
agent_5407,0.571014,0.694293,0.267772,0.317309
agent_5408,0.620634,0.654616,0.481276,0.250375
agent_5409,0.640642,0.667593,0.443958,0.220707
agent_5410,0.683146,0.586420,0.434803,0.183353
agent_5411,0.748071,0.558870,0.463458,0.137864
agent_5412,0.574593,0.679905,0.435219,0.279786
agent_5413,0.622991,0.740978,0.225221,0.248378
agent_5414,0.436282,0.727363,0.420803,0.309433
agent_5415,0.770033,0.709254,0.267862,0.285447
agent_5416,0.483134,0.805299,0.358847,0.140025
agent_5417,0.507556,0.781242,0.390618,0.224737
agent_5418,0.650899,0.694284,0.362378,0.116269
agent_5419,0.676668,0.935414,0.583521,0.292180
agent_5420,0.633224,0.672019,0.351527,0.132575
agent_5421,0.767259,0.890091,0.261106,0.060329
agent_5422,0.553704,0.710725,0.558661,0.296344
agent_5423,0.611771,0.934367,0.356384,0.119878
agent_5424,0.837148,0.644213,0.504000,0.131757
agent_5425,0.599056,0.682464,0.350846,0.138251
agent_5426,0.565106,0.901061,0.367638,0.318069
agent_5427,0.649650,0.860685,0.315701,0.201634
agent_5428,0.622972,0.820688,0.231257,0.198578
agent_5429,0.603653,0.614397,0.304165,0.115146
agent_5430,0.581941,0.878522,0.510365,0.176572
agent_5431,0.646202,0.941537,0.353238,0.194954
agent_5432,0.516846,0.926841,0.252270,0.227635
agent_5433,0.751644,0.943554,0.251490,0.176994
agent_5434,0.695664,0.840628,0.412042,0.221720
agent_5435,0.693114,0.862282,0.449285,0.269142
agent_5436,0.762803,0.698774,0.446222,0.173547
agent_5437,0.524189,0.845897,0.393313,0.268428
agent_5438,0.805757,0.754147,0.273610,0.210585
agent_5439,0.743118,0.721051,0.378123,0.004844
agent_5440,0.466116,0.798568,0.490926,0.012900
agent_5441,0.502739,0.892199,0.359309,0.216259
agent_5442,0.544722,0.823545,0.452771,0.070033
agent_5443,0.486312,0.770445,0.445174,0.331557
agent_5444,0.632078,0.748043,0.525319,0.324612
agent_5445,0.670671,0.910720,0.193542,0.348370
agent_5446,0.633233,0.827953,0.480656,0.376481
agent_5447,0.785331,0.920758,0.296845,0.323281
agent_5448,0.691068,0.849221,0.613940,0.149941
agent_5449,0.653591,0.551214,0.411181,0.159908
agent_5450,0.786783,0.839878,0.440348,0.277449
agent_5451,0.784861,0.735361,0.259878,0.121945
agent_5452,0.572526,0.953648,0.320080,0.205586
agent_5453,0.630065,0.869526,0.308663,0.165946
agent_5454,0.554554,0.723728,0.620883,0.083465
agent_5455,0.503102,0.777465,0.300780,0.349698
agent_5456,0.499452,0.860815,0.571163,0.194007
agent_5457,0.542883,0.823854,0.438987,0.291094
agent_5458,0.439716,0.745544,0.375272,0.263772
agent_5459,0.654954,0.726551,0.301318,0.205015
