Agent,Start,Dest,Time
agent_2068,55,63,262.06
agent_2069,58,62,262.29
agent_2070,24,46,262.44
agent_2071,16,12,262.61
agent_2072,82,25,262.71
agent_2073,75,5,263.11
agent_2074,63,11,263.42
agent_2075,11,5,263.43
agent_2076,83,50,263.46
agent_2077,4,38,263.82
agent_2078,73,84,264.04
agent_2079,76,80,264.24
agent_2080,33,53,264.25
agent_2081,8,21,264.32
agent_2082,48,0,264.83
agent_2083,80,13,264.94
agent_2084,56,37,265.14
agent_2085,53,45,265.49
agent_2086,82,8,266.17
agent_2087,11,87,266.2
agent_2088,67,28,266.23
agent_2089,11,2,266.37
agent_2090,33,53,266.42
agent_2091,47,24,266.65
agent_2092,48,62,266.71
agent_2093,43,86,266.79
agent_2094,46,17,266.93
agent_2095,45,5,267.06
agent_2096,76,44,267.06
agent_2097,57,26,267.41
agent_2098,22,42,267.67
agent_2099,57,80,267.75
agent_2100,35,85,267.92
agent_2101,28,18,268.01
agent_2102,43,28,268.35
agent_2103,55,40,268.42
agent_2104,63,7,268.71
agent_2105,67,72,268.8
agent_2106,67,28,268.91
agent_2107,85,43,268.91
agent_2108,58,78,269.22
agent_2109,87,5,269.23
agent_2110,73,52,269.31
agent_2111,85,83,269.53
agent_2112,31,2,269.95
agent_2113,84,0,270.08
agent_2114,8,80,270.1
agent_2115,83,57,270.17
agent_2116,48,50,270.2
agent_2117,70,18,270.23
agent_2118,54,37,270.38
agent_2119,35,37,270.49
agent_2120,57,72,270.51
agent_2121,71,75,270.79
agent_2122,2,67,270.83
agent_2123,80,72,271.13
agent_2124,58,85,271.52
agent_2125,21,57,271.66
agent_2126,45,27,271.75
agent_2127,85,44,271.99
agent_2128,63,44,272.04
agent_2129,68,0,272.25
agent_2130,46,32,272.29
agent_2131,1,8,272.34
agent_2132,4,25,272.35
agent_2133,71,78,272.59
agent_2134,14,6,272.64
agent_2135,44,55,272.67
agent_2136,58,77,272.69
agent_2137,82,1,272.82
agent_2138,50,85,272.83
agent_2139,18,40,272.95
agent_2140,76,22,273.11
agent_2141,81,53,273.45
agent_2142,48,32,273.47
agent_2143,7,70,273.47
agent_2144,57,23,273.48
agent_2145,44,24,273.63
agent_2146,50,55,274.17
agent_2147,7,65,274.18
agent_2148,83,85,274.2
agent_2149,73,61,274.25
agent_2150,53,7,274.31
agent_2151,80,40,274.47
agent_2152,46,55,274.7
agent_2153,0,45,274.75
agent_2154,53,77,274.78
agent_2155,6,57,275.02
agent_2156,47,57,275.07
agent_2157,24,11,275.24
agent_2158,31,71,275.29
agent_2159,30,20,275.31
agent_2160,30,31,275.41
agent_2161,48,44,275.7
agent_2162,3,63,276.03
agent_2163,64,71,276.27
agent_2164,5,0,276.32
agent_2165,48,43,276.36
agent_2166,48,31,276.46
agent_2167,35,41,276.48
agent_2168,75,84,276.69
agent_2169,23,15,276.78
agent_2170,82,14,277.2
agent_2171,52,53,277.35
agent_2172,62,7,277.36
agent_2173,10,5,277.47
agent_2174,7,76,277.58
agent_2175,10,3,277.76
agent_2176,53,5,278.11
agent_2177,86,65,278.18
agent_2178,18,36,278.35
agent_2179,70,8,278.44
agent_2180,40,20,278.46
agent_2181,45,35,278.79
agent_2182,85,16,279.01
agent_2183,86,53,279.1
agent_2184,28,12,279.38
agent_2185,41,62,279.61
agent_2186,15,51,279.94
agent_2187,40,30,279.96
agent_2188,75,50,280.03
agent_2189,14,30,280.03
agent_2190,21,70,280.33
agent_2191,47,51,280.88
agent_2192,1,17,281.24
agent_2193,75,57,281.29
agent_2194,41,76,281.48
agent_2195,60,68,281.86
agent_2196,66,83,281.95
agent_2197,7,61,282.12
agent_2198,24,60,282.37
agent_2199,72,65,282.5
agent_2200,76,55,282.6
agent_2201,44,75,282.65
agent_2202,28,2,283.33
agent_2203,10,52,283.46
agent_2204,40,60,283.83
agent_2205,88,67,284.33
agent_2206,57,26,284.68
agent_2207,53,32,285.2
agent_2208,88,47,285.34
agent_2209,62,8,285.57
agent_2210,42,12,286.23
agent_2211,37,58,286.25
agent_2212,52,1,286.44
agent_2213,61,77,286.53
agent_2214,33,75,286.85
agent_2215,25,78,287.39
agent_2216,28,35,287.41
agent_2217,34,66,287.42
agent_2218,86,61,287.54
agent_2219,71,87,287.81
agent_2220,86,43,288.1
agent_2221,78,4,288.52
agent_2222,64,8,288.55
agent_2223,86,7,288.62
agent_2224,25,2,288.72
agent_2225,16,30,288.88
agent_2226,28,64,289.22
agent_2227,36,78,289.45
agent_2228,72,44,289.56
agent_2229,65,37,289.72
agent_2230,35,10,289.82
agent_2231,1,70,289.85
agent_2232,16,18,289.91
agent_2233,65,37,290.56
agent_2234,18,57,290.65
agent_2235,17,31,291.16
agent_2236,27,15,291.3
agent_2237,72,44,291.33
agent_2238,71,6,292.06
agent_2239,60,37,292.19
agent_2240,5,8,292.41
agent_2241,66,34,292.74
agent_2242,67,21,292.92
agent_2243,11,84,293.36
agent_2244,54,31,293.66
agent_2245,86,37,293.67
agent_2246,53,27,293.72
agent_2247,35,14,293.73
agent_2248,8,30,293.77
agent_2249,57,44,293.88
agent_2250,38,32,293.93
agent_2251,25,0,293.94
agent_2252,86,12,294.0
agent_2253,64,51,294.01
agent_2254,42,0,294.05
agent_2255,86,63,294.06
agent_2256,67,31,294.08
agent_2257,86,34,294.66
agent_2258,51,47,294.82
agent_2259,13,87,295.03
agent_2260,12,84,295.08
agent_2261,58,11,295.09
agent_2262,12,41,295.44
agent_2263,23,5,295.58
agent_2264,15,46,295.62
agent_2265,37,28,295.64
agent_2266,58,26,295.93
agent_2267,88,70,296.06
agent_2268,73,65,296.66
agent_2269,44,82,296.7
agent_2270,3,88,296.76
agent_2271,88,71,296.83
agent_2272,30,56,296.95
agent_2273,10,70,297.52
agent_2274,55,70,297.54
agent_2275,60,66,297.78
agent_2276,4,77,297.82
agent_2277,60,87,297.99
agent_2278,28,54,298.18
agent_2279,12,17,298.43
agent_2280,58,75,298.63
agent_2281,14,32,298.68
agent_2282,18,86,298.72
agent_2283,25,37,298.87
agent_2284,54,44,298.91
agent_2285,83,54,299.11
agent_2286,43,78,299.5
agent_2287,67,52,299.51
agent_2288,23,62,300.14
agent_2289,26,72,300.35
agent_2290,71,38,300.61
agent_2291,40,64,300.75
agent_2292,75,0,301.17
agent_2293,60,86,301.3
agent_2294,84,86,301.31
agent_2295,40,17,301.84
agent_2296,58,64,302.37
agent_2297,67,82,303.04
agent_2298,56,47,303.32
agent_2299,78,34,303.48
agent_2300,48,44,303.52
agent_2301,21,81,303.87
agent_2302,11,68,303.93
agent_2303,36,25,304.17
agent_2304,43,20,304.43
agent_2305,33,37,304.81
agent_2306,32,26,305.11
agent_2307,73,28,305.3
agent_2308,5,56,305.52
agent_2309,11,65,305.77
agent_2310,54,34,305.9
agent_2311,80,26,306.09
agent_2312,73,57,306.13
agent_2313,54,21,306.21
agent_2314,14,16,306.34
agent_2315,26,41,306.53
agent_2316,22,21,306.59
agent_2317,87,42,306.7
agent_2318,50,2,306.75
agent_2319,22,27,306.81
agent_2320,12,2,307.14
agent_2321,6,11,307.29
agent_2322,12,30,307.34
agent_2323,21,45,307.56
agent_2324,66,84,307.93
agent_2325,33,14,307.94
agent_2326,42,51,307.96
agent_2327,14,75,308.08
agent_2328,85,87,308.14
agent_2329,4,0,308.33
agent_2330,1,35,308.76
agent_2331,13,14,309.18
agent_2332,28,82,309.29
agent_2333,62,23,309.76
agent_2334,78,45,309.82
agent_2335,12,52,309.9
agent_2336,88,60,310.17
agent_2337,38,56,310.44
agent_2338,16,60,310.46
agent_2339,51,4,310.49
agent_2340,3,34,310.62
agent_2341,55,67,310.77
agent_2342,74,8,310.78
agent_2343,65,62,310.97
agent_2344,32,68,311.08
agent_2345,17,34,311.09
agent_2346,20,21,311.12
agent_2347,76,15,311.3
agent_2348,36,73,311.43
agent_2349,86,42,311.48
agent_2350,31,26,311.74
agent_2351,17,23,311.79
agent_2352,3,16,311.88
agent_2353,15,13,312.14
agent_2354,12,88,312.45
agent_2355,70,74,312.54
agent_2356,43,36,312.67
agent_2357,67,57,312.74
agent_2358,72,75,312.92
agent_2359,26,38,313.19
agent_2360,6,72,313.2
agent_2361,78,20,313.54
agent_2362,70,16,313.67
agent_2363,17,33,314.0
agent_2364,31,56,314.47
agent_2365,18,6,314.55
agent_2366,83,4,314.67
agent_2367,43,46,314.85
agent_2368,14,83,314.91
agent_2369,56,0,315.64
agent_2370,35,83,315.96
agent_2371,58,64,316.36
agent_2372,51,42,316.38
agent_2373,86,76,316.49
agent_2374,65,76,316.65
agent_2375,74,33,316.71
agent_2376,71,67,317.01
agent_2377,52,23,317.04
agent_2378,16,68,317.05
agent_2379,40,28,317.16
agent_2380,25,10,317.23
agent_2381,27,78,317.49
agent_2382,51,32,318.38
agent_2383,63,72,318.63
agent_2384,5,33,318.74
agent_2385,24,11,318.79
agent_2386,21,66,319.16
agent_2387,74,76,319.33
agent_2388,5,88,319.41
agent_2389,40,66,319.72
agent_2390,24,46,319.95
agent_2391,31,43,320.06
agent_2392,4,30,320.28
agent_2393,66,10,320.41
agent_2394,84,56,320.66
agent_2395,58,71,320.74
agent_2396,65,46,321.07
agent_2397,80,61,321.6
agent_2398,40,44,321.63
agent_2399,32,82,321.84
agent_2400,26,3,322.29
agent_2401,73,85,322.39
agent_2402,17,52,322.96
agent_2403,78,4,323.06
agent_2404,3,68,323.15
agent_2405,55,53,323.15
agent_2406,27,43,323.29
agent_2407,37,57,323.38
agent_2408,37,17,323.7
agent_2409,14,74,324.18
agent_2410,64,37,324.3
agent_2411,5,36,324.79
agent_2412,11,88,325.12
agent_2413,41,60,325.15
agent_2414,11,82,325.51
agent_2415,48,2,325.6
agent_2416,26,54,325.77
agent_2417,77,72,325.96
agent_2418,23,36,326.03
agent_2419,12,82,326.08
agent_2420,43,2,326.18
agent_2421,24,86,326.21
agent_2422,45,24,326.36
agent_2423,63,6,326.41
agent_2424,77,20,326.44
agent_2425,11,13,326.64
agent_2426,12,36,326.99
agent_2427,15,42,327.07
agent_2428,50,68,327.19
agent_2429,56,86,327.23
agent_2430,86,66,327.7
agent_2431,13,31,327.92
agent_2432,80,68,328.14
agent_2433,55,43,328.42
agent_2434,15,50,328.52
agent_2435,26,83,329.21
agent_2436,85,57,329.55
agent_2437,22,55,329.59
agent_2438,44,15,330.25
agent_2439,61,14,330.39
agent_2440,50,10,330.46
agent_2441,15,52,330.47
agent_2442,40,16,330.76
agent_2443,5,58,330.92
agent_2444,3,15,331.23
agent_2445,2,50,331.29
agent_2446,14,41,331.38
agent_2447,33,74,331.78
agent_2448,86,11,331.91
agent_2449,21,7,332.05
agent_2450,38,6,332.06
agent_2451,41,44,332.22
agent_2452,75,74,332.31
agent_2453,34,62,332.57
agent_2454,5,71,332.81
agent_2455,51,61,332.82
agent_2456,8,73,332.85
agent_2457,75,5,333.26
agent_2458,76,51,333.49
agent_2459,57,32,333.71
agent_2460,27,81,333.82
agent_2461,62,46,334.0
agent_2462,32,37,334.04
agent_2463,48,12,334.11
agent_2464,27,43,334.29
agent_2465,1,74,334.44
agent_2466,84,80,334.6
agent_2467,5,64,334.91
agent_2468,37,55,335.27
agent_2469,51,8,335.61
agent_2470,85,83,335.87
agent_2471,6,82,335.91
agent_2472,77,74,336.53
agent_2473,0,61,336.91
agent_2474,48,30,337.1
agent_2475,2,61,337.2
agent_2476,76,80,337.31
agent_2477,53,72,337.5
agent_2478,24,86,338.29
agent_2479,46,37,338.44
agent_2480,21,34,338.44
agent_2481,65,68,339.16
agent_2482,6,13,339.19
agent_2483,45,3,339.43
agent_2484,82,34,339.53
agent_2485,14,60,340.3
agent_2486,3,6,340.35
agent_2487,84,0,340.53
agent_2488,48,75,340.6
agent_2489,17,11,340.73
agent_2490,81,60,340.84
agent_2491,73,57,340.98
agent_2492,61,73,341.32
agent_2493,87,18,341.47
agent_2494,12,88,341.61
agent_2495,61,60,341.69
agent_2496,18,80,342.17
agent_2497,31,57,342.27
agent_2498,62,67,342.34
agent_2499,24,21,343.04
agent_2500,76,55,343.04
agent_2501,37,44,343.2
agent_2502,75,70,343.37
agent_2503,50,36,343.44
agent_2504,0,84,343.47
agent_2505,82,1,343.96
agent_2506,50,72,344.2
agent_2507,73,56,344.22
agent_2508,76,24,344.52
agent_2509,88,87,344.59
agent_2510,47,70,344.73
agent_2511,45,76,344.77
agent_2512,11,0,344.87
agent_2513,41,68,345.93
agent_2514,23,33,346.23
agent_2515,81,68,346.34
agent_2516,37,55,346.99
agent_2517,81,7,347.49
agent_2518,76,13,347.58
agent_2519,66,50,347.64
agent_2520,61,66,347.65
agent_2521,85,42,347.68
agent_2522,6,87,347.9
agent_2523,55,70,348.02
agent_2524,38,35,348.4
agent_2525,22,24,348.51
agent_2526,12,74,348.77
agent_2527,46,80,348.95
agent_2528,25,32,349.14
agent_2529,55,32,349.16
agent_2530,65,76,349.56
agent_2531,52,57,349.73
agent_2532,10,38,349.86
agent_2533,4,68,350.04
agent_2534,20,26,350.38
agent_2535,46,52,350.41
agent_2536,44,17,350.48
agent_2537,38,12,350.5
agent_2538,72,38,350.51
agent_2539,27,76,350.56
agent_2540,84,43,350.62
agent_2541,18,0,351.09
agent_2542,54,67,351.16
agent_2543,8,52,351.34
agent_2544,21,57,351.55
agent_2545,56,17,351.72
agent_2546,36,10,353.65
agent_2547,53,66,353.75
agent_2548,64,67,353.97
agent_2549,86,27,354.07
agent_2550,46,3,354.07
agent_2551,7,67,354.34
agent_2552,66,42,354.45
agent_2553,62,37,355.07
agent_2554,52,30,355.19
agent_2555,1,83,355.23
agent_2556,46,55,355.32
agent_2557,65,75,357.4
agent_2558,46,85,357.46
agent_2559,86,15,357.72
agent_2560,60,25,358.59
agent_2561,43,4,359.1
agent_2562,55,26,359.34
agent_2563,74,32,359.36
agent_2564,32,8,359.36
agent_2565,26,42,359.57
agent_2566,32,66,360.17
agent_2567,48,6,360.31
agent_2568,0,36,361.03
agent_2569,40,75,361.35
agent_2570,15,78,361.83
agent_2571,56,74,361.89
agent_2572,34,87,362.71
agent_2573,22,33,362.78
agent_2574,1,40,362.87
agent_2575,35,46,362.97
agent_2576,62,18,363.47
agent_2577,23,46,363.83
agent_2578,74,76,363.97
agent_2579,11,13,364.27
agent_2580,66,3,364.65
agent_2581,80,22,364.94
agent_2582,25,46,365.25
agent_2583,84,36,365.97
agent_2584,5,65,366.11
agent_2585,50,20,366.42
agent_2586,73,35,366.43
agent_2587,71,33,366.84
agent_2588,6,65,366.86
agent_2589,46,17,367.43
agent_2590,88,24,368.17
agent_2591,34,70,368.2
agent_2592,42,66,368.73
agent_2593,25,12,368.86
agent_2594,62,18,369.03
agent_2595,34,56,369.1
agent_2596,0,81,370.06
agent_2597,18,55,370.06
agent_2598,23,72,370.14
agent_2599,83,20,370.93
agent_2600,61,77,371.22
agent_2601,80,6,371.42
agent_2602,85,41,371.68
agent_2603,10,12,371.8
agent_2604,25,27,371.96
agent_2605,38,56,372.49
agent_2606,82,42,372.79
agent_2607,88,4,372.89
agent_2608,58,27,372.9
agent_2609,7,46,373.14
agent_2610,36,75,373.24
agent_2611,23,4,373.42
agent_2612,41,60,373.45
agent_2613,18,88,373.52
agent_2614,56,7,373.94
agent_2615,65,81,374.43
agent_2616,4,24,374.74
agent_2617,76,17,374.8
agent_2618,70,47,375.06
agent_2619,65,64,375.71
agent_2620,84,81,375.76
agent_2621,72,53,375.87
agent_2622,74,36,375.9
agent_2623,54,3,375.92
agent_2624,42,56,376.09
agent_2625,45,13,376.27
agent_2626,57,38,376.33
agent_2627,33,6,376.76
agent_2628,54,81,376.96
agent_2629,45,31,377.11
agent_2630,57,74,377.27
agent_2631,26,52,377.34
agent_2632,58,60,377.39
agent_2633,84,85,377.4
agent_2634,60,41,377.52
agent_2635,51,21,378.12
agent_2636,32,11,378.5
agent_2637,82,67,378.76
agent_2638,7,47,378.9
agent_2639,44,10,380.49
agent_2640,47,81,380.53
agent_2641,33,87,380.71
agent_2642,68,74,380.74
agent_2643,30,2,380.86
agent_2644,35,81,380.89
agent_2645,12,41,381.17
agent_2646,25,1,381.6
agent_2647,36,34,381.99
agent_2648,66,82,382.01
agent_2649,50,45,382.1
agent_2650,12,60,382.36
agent_2651,67,33,382.54
agent_2652,57,30,382.99
agent_2653,23,46,383.12
agent_2654,25,41,383.2
agent_2655,27,40,383.24
agent_2656,27,87,383.26
agent_2657,46,22,383.27
agent_2658,65,18,383.45
agent_2659,1,17,383.76
agent_2660,14,10,384.1
agent_2661,31,8,384.34
agent_2662,23,85,384.4
agent_2663,14,72,384.49
agent_2664,65,83,384.65
agent_2665,13,74,384.68
agent_2666,44,13,385.0
agent_2667,77,68,385.81
agent_2668,57,28,385.93
agent_2669,61,80,386.19
agent_2670,15,17,386.19
agent_2671,58,50,386.25
agent_2672,36,70,386.71
agent_2673,15,82,386.78
agent_2674,10,70,386.97
agent_2675,78,18,387.14
agent_2676,33,36,387.35
agent_2677,16,20,387.85
agent_2678,63,87,388.46
agent_2679,1,48,388.79
agent_2680,66,68,388.85
agent_2681,41,12,388.98
agent_2682,10,85,389.31
agent_2683,62,40,389.33
agent_2684,46,23,389.5
agent_2685,80,37,389.94
agent_2686,17,26,390.68
agent_2687,10,81,390.85
agent_2688,20,14,391.3
agent_2689,16,41,391.77
agent_2690,14,21,392.21
agent_2691,8,58,392.38
agent_2692,83,53,392.62
agent_2693,71,0,392.66
agent_2694,20,40,392.91
agent_2695,63,25,393.17
agent_2696,74,76,393.27
agent_2697,80,51,393.37
agent_2698,51,68,393.4
agent_2699,76,34,393.43
agent_2700,86,24,393.7
agent_2701,41,57,393.88
agent_2702,74,46,394.71
agent_2703,68,1,395.03
agent_2704,80,20,395.82
agent_2705,4,87,395.89
agent_2706,35,73,396.22
agent_2707,68,65,396.74
agent_2708,85,40,396.76
agent_2709,37,27,396.77
agent_2710,62,4,397.05
agent_2711,27,88,397.11
agent_2712,78,68,397.36
agent_2713,50,11,397.41
agent_2714,51,2,397.57
agent_2715,85,72,397.65
agent_2716,28,38,397.73
agent_2717,20,68,398.13
agent_2718,10,87,398.48
agent_2719,25,51,398.64
agent_2720,37,71,398.91
agent_2721,72,33,398.98
agent_2722,13,15,399.02
agent_2723,28,26,399.59
agent_2724,71,77,399.89
agent_2725,70,42,399.89
agent_2726,21,0,400.06
agent_2727,0,26,400.16
agent_2728,17,65,400.23
agent_2729,72,48,400.3
agent_2730,37,61,400.53
agent_2731,64,34,400.69
agent_2732,18,47,401.24
agent_2733,11,34,401.69
agent_2734,31,42,402.43
agent_2735,6,10,402.9
agent_2736,18,84,404.03
agent_2737,72,60,404.52
agent_2738,77,24,405.03
agent_2739,60,62,405.1
agent_2740,84,20,405.1
agent_2741,74,26,405.22
agent_2742,45,16,405.3
agent_2743,47,65,405.38
agent_2744,12,65,405.71
agent_2745,43,82,405.98
agent_2746,32,0,406.03
agent_2747,43,50,406.21
agent_2748,61,83,406.22
agent_2749,53,10,406.51
agent_2750,85,1,406.52
agent_2751,37,45,406.76
agent_2752,62,48,407.75
agent_2753,55,24,408.09
agent_2754,1,38,408.11
agent_2755,64,63,408.5
agent_2756,3,62,408.58
agent_2757,41,42,409.07
agent_2758,14,76,409.12
agent_2759,52,12,409.6
agent_2760,81,33,410.27
agent_2761,82,78,410.34
agent_2762,50,52,410.74
agent_2763,22,66,411.06
agent_2764,36,26,411.34
agent_2765,7,47,411.39
agent_2766,53,70,411.56
agent_2767,40,88,411.65
agent_2768,81,60,411.87
agent_2769,86,11,411.98
agent_2770,3,23,412.69
agent_2771,18,1,413.72
agent_2772,78,38,414.02
agent_2773,77,74,414.15
agent_2774,36,77,414.91
agent_2775,55,87,415.1
agent_2776,16,35,415.42
agent_2777,83,73,415.58
agent_2778,70,65,415.65
agent_2779,15,17,415.78
agent_2780,56,26,415.87
agent_2781,47,34,416.13
agent_2782,42,52,416.42
agent_2783,33,20,416.51
agent_2784,7,1,417.09
agent_2785,77,14,417.38
agent_2786,11,15,418.16
agent_2787,7,84,418.58
agent_2788,25,23,418.7
agent_2789,68,28,418.99
agent_2790,38,28,419.22
agent_2791,27,75,419.31
agent_2792,87,71,419.78
agent_2793,50,82,419.83
agent_2794,62,53,420.11
agent_2795,31,20,420.16
agent_2796,84,24,420.53
agent_2797,38,51,420.64
agent_2798,78,54,420.93
agent_2799,53,22,420.98
agent_2800,24,71,421.06
agent_2801,76,85,421.1
agent_2802,41,10,421.42
agent_2803,73,43,421.61
agent_2804,86,5,421.84
agent_2805,61,53,422.54
agent_2806,76,55,423.77
agent_2807,53,14,423.81
agent_2808,85,38,424.93
agent_2809,20,75,424.94
agent_2810,4,12,425.16
agent_2811,70,7,425.16
agent_2812,24,63,425.2
agent_2813,28,48,425.46
agent_2814,36,75,425.5
agent_2815,21,50,425.74
agent_2816,46,60,425.81
agent_2817,52,18,426.18
agent_2818,8,67,426.25
agent_2819,21,76,426.41
agent_2820,10,25,426.64
agent_2821,43,20,426.7
agent_2822,36,0,427.09
agent_2823,7,50,427.15
agent_2824,37,52,427.21
agent_2825,14,71,427.81
agent_2826,56,41,428.22
agent_2827,43,27,428.45
agent_2828,38,57,429.07
agent_2829,82,38,429.2
agent_2830,82,45,429.25
agent_2831,52,80,429.42
agent_2832,2,78,429.7
agent_2833,52,55,429.71
agent_2834,87,8,429.83
agent_2835,53,47,430.02
agent_2836,48,14,430.06
agent_2837,24,67,430.11
agent_2838,70,28,430.64
agent_2839,72,11,430.65
agent_2840,75,77,430.66
agent_2841,75,54,430.76
agent_2842,57,14,431.3
agent_2843,68,10,431.51
agent_2844,16,57,431.98
agent_2845,35,82,432.03
agent_2846,52,67,432.17
agent_2847,31,30,432.31
agent_2848,50,40,434.13
agent_2849,48,64,434.28
agent_2850,61,1,434.53
agent_2851,15,70,435.24
agent_2852,14,88,436.0
agent_2853,74,21,436.05
agent_2854,8,85,436.22
agent_2855,53,44,436.45
agent_2856,50,47,436.53
agent_2857,48,45,437.07
agent_2858,75,72,437.16
agent_2859,66,38,437.51
agent_2860,74,2,438.07
agent_2861,74,46,438.13
agent_2862,5,56,441.4
agent_2863,2,32,441.69
agent_2864,16,74,441.99
agent_2865,34,76,442.44
agent_2866,15,73,442.51
agent_2867,24,58,442.65
agent_2868,25,26,442.75
agent_2869,12,63,442.9
agent_2870,24,45,443.05
agent_2871,88,60,443.13
agent_2872,46,21,443.61
agent_2873,10,40,443.66
agent_2874,47,26,443.75
agent_2875,70,76,443.98
agent_2876,80,74,444.5
agent_2877,57,33,444.81
agent_2878,78,60,445.45
agent_2879,40,38,445.59
agent_2880,0,75,445.79
agent_2881,70,55,446.44
agent_2882,32,78,446.68
agent_2883,42,28,446.91
agent_2884,56,55,447.19
agent_2885,83,81,448.46
agent_2886,43,67,449.0
agent_2887,15,63,449.55
agent_2888,57,12,449.63
agent_2889,55,41,449.88
agent_2890,53,70,451.35
agent_2891,31,51,451.74
agent_2892,54,55,451.91
agent_2893,61,8,452.09
agent_2894,48,13,452.23
agent_2895,7,71,452.45
agent_2896,22,13,452.95
agent_2897,87,23,453.37
agent_2898,68,6,453.63
agent_2899,87,17,453.91
agent_2900,7,1,454.71
agent_2901,61,21,455.14
agent_2902,28,35,455.25
agent_2903,16,54,455.27
agent_2904,75,87,455.35
agent_2905,68,77,455.43
agent_2906,44,60,455.56
agent_2907,43,5,455.85
agent_2908,62,24,455.88
agent_2909,10,53,456.23
agent_2910,83,32,456.27
agent_2911,36,52,456.39
agent_2912,86,62,456.46
agent_2913,58,1,456.75
agent_2914,58,2,456.79
agent_2915,23,16,456.9
agent_2916,42,40,457.41
agent_2917,5,52,457.49
agent_2918,73,43,457.53
agent_2919,88,55,457.79
agent_2920,75,70,457.84
agent_2921,68,80,457.86
agent_2922,85,25,458.01
agent_2923,43,74,458.88
agent_2924,56,32,458.94
agent_2925,60,54,459.01
agent_2926,18,33,459.32
agent_2927,28,34,459.48
agent_2928,6,34,459.7
agent_2929,23,33,460.02
agent_2930,61,48,460.41
agent_2931,64,38,460.44
agent_2932,1,28,460.55
agent_2933,4,44,460.75
agent_2934,1,11,460.78
agent_2935,33,50,461.1
agent_2936,22,47,461.12
agent_2937,53,56,461.14
agent_2938,22,77,461.26
agent_2939,85,4,461.31
agent_2940,32,55,462.21
agent_2941,11,72,462.54
agent_2942,15,17,462.66
agent_2943,41,83,463.3
agent_2944,63,62,463.76
agent_2945,66,68,463.78
agent_2946,32,15,464.09
agent_2947,56,60,464.61
agent_2948,42,28,464.69
agent_2949,41,14,465.17
agent_2950,74,40,465.43
agent_2951,73,67,465.49
agent_2952,82,47,465.99
agent_2953,25,14,466.08
agent_2954,56,42,466.41
agent_2955,61,30,467.44
agent_2956,57,17,468.01
agent_2957,54,37,468.35
agent_2958,2,68,468.57
agent_2959,50,21,468.58
agent_2960,71,82,468.9
agent_2961,22,47,469.97
agent_2962,41,13,470.0
agent_2963,86,33,470.04
agent_2964,4,53,470.09
agent_2965,71,87,470.35
agent_2966,35,86,470.63
agent_2967,20,53,470.92
agent_2968,7,8,471.67
agent_2969,71,1,472.01
agent_2970,11,35,472.18
agent_2971,12,63,472.73
agent_2972,77,20,472.9
agent_2973,8,67,473.1
agent_2974,70,55,473.39
agent_2975,32,22,473.8
agent_2976,74,10,473.96
agent_2977,56,50,476.8
agent_2978,37,54,476.84
agent_2979,34,52,476.99
agent_2980,66,54,478.05
agent_2981,37,28,478.86
agent_2982,45,26,479.09
agent_2983,20,31,479.29
agent_2984,25,72,480.08
agent_2985,6,7,480.24
agent_2986,53,61,480.52
agent_2987,33,13,480.67
agent_2988,64,14,480.79
agent_2989,67,14,480.82
agent_2990,36,85,480.82
agent_2991,40,36,481.07
agent_2992,30,82,481.23
agent_2993,34,14,481.25
agent_2994,78,1,481.42
agent_2995,70,27,481.5
agent_2996,72,41,482.33
agent_2997,66,45,482.7
agent_2998,86,2,483.17
agent_2999,17,16,483.53
agent_3000,28,0,484.1
agent_3001,13,65,484.34
agent_3002,82,18,484.59
agent_3003,75,48,484.98
agent_3004,6,31,485.29
agent_3005,72,66,485.43
agent_3006,54,8,486.23
agent_3007,47,7,486.47
agent_3008,36,86,487.5
agent_3009,73,52,487.74
agent_3010,43,20,487.86
agent_3011,32,85,488.23
agent_3012,75,82,489.73
agent_3013,10,16,490.15
agent_3014,78,81,490.73
agent_3015,6,26,491.99
agent_3016,75,16,492.13
agent_3017,31,42,492.15
agent_3018,81,84,492.51
agent_3019,31,36,493.48
agent_3020,2,47,493.49
agent_3021,82,14,493.96
agent_3022,65,87,494.56
agent_3023,41,26,494.59
agent_3024,88,61,494.83
agent_3025,20,23,495.0
agent_3026,68,77,495.64
agent_3027,73,38,495.67
agent_3028,44,0,496.25
agent_3029,84,16,496.81
agent_3030,0,76,497.01
agent_3031,73,68,498.2
agent_3032,4,66,498.58
agent_3033,24,82,498.67
agent_3034,37,5,499.45
agent_3035,25,60,499.83
agent_3036,76,46,499.84
agent_3037,78,1,500.06
agent_3038,62,64,500.4
agent_3039,78,26,500.49
agent_3040,37,21,500.69
agent_3041,16,30,501.78
agent_3042,20,34,502.48
agent_3043,22,7,503.1
agent_3044,45,30,504.51
agent_3045,83,27,504.53
agent_3046,38,68,504.55
agent_3047,70,38,504.82
agent_3048,5,13,505.2
agent_3049,66,51,505.35
agent_3050,4,56,505.48
agent_3051,82,38,505.79
agent_3052,38,5,505.91
agent_3053,43,75,506.27
agent_3054,73,80,506.4
agent_3055,37,26,506.72
agent_3056,12,38,506.73
agent_3057,4,15,506.78
agent_3058,78,70,506.92
agent_3059,80,17,507.36
agent_3060,23,72,507.48
agent_3061,14,58,507.65
agent_3062,47,58,508.33
agent_3063,38,4,508.48
agent_3064,70,62,509.0
agent_3065,5,58,509.16
agent_3066,2,6,509.51
