Agent,w_0,w_1,w_2,w_3
agent_2012,0.462747,0.571255,0.323037,0.252931
agent_2013,0.455602,1.000000,0.637132,0.000000
agent_2014,0.679672,0.867576,0.497956,0.000000
agent_2015,0.565821,0.826074,0.298042,0.795463
agent_2016,0.797832,0.850782,0.385408,0.000000
agent_2017,0.599872,0.717111,0.243190,0.697285
agent_2018,0.436226,0.711099,0.292889,0.000000
agent_2019,0.712424,0.640695,0.434514,0.000000
agent_2020,0.587655,0.665838,0.411863,0.000000
agent_2021,0.678881,0.791035,0.395259,0.425593
agent_2022,0.610673,0.895339,0.244744,0.000000
agent_2023,0.603872,0.806648,0.455906,0.244905
agent_2024,0.490132,0.916945,0.316778,0.593114
agent_2025,0.604695,0.856725,0.253407,0.375642
agent_2026,0.606272,0.749703,0.474892,0.000000
agent_2027,0.720410,0.773323,0.477170,0.286385
agent_2028,0.491112,0.793411,0.519707,0.000000
agent_2029,0.678502,0.775697,0.261172,0.000000
agent_2030,0.622385,0.713854,0.425812,0.440892
agent_2031,0.707892,0.672717,0.517661,0.000000
agent_2032,0.538086,0.883288,0.533477,0.576098
agent_2033,0.350320,0.599016,0.398102,0.531305
agent_2034,0.527229,0.606472,0.419416,0.000000
agent_2035,0.564949,0.969163,0.528492,0.000000
agent_2036,0.370535,0.963875,0.389767,0.089008
agent_2037,0.647995,0.737765,0.443924,0.505541
agent_2038,0.815283,0.847072,0.373592,0.968618
agent_2039,0.666252,0.853178,0.170845,0.562075
agent_2040,0.660633,0.768958,0.240477,0.000000
agent_2041,0.470527,0.713443,0.473909,0.249579
agent_2042,0.572765,0.970597,0.585027,0.972742
agent_2043,0.709827,0.736469,0.408037,0.814779
agent_2044,0.704410,0.798212,0.459802,0.561353
agent_2045,0.739175,1.000000,0.503702,0.683291
agent_2046,0.395374,0.802867,0.467937,0.000000
agent_2047,0.568795,0.730652,0.376577,0.266629
agent_2048,0.526373,0.679179,0.505821,0.580098
agent_2049,0.676412,0.591153,0.281888,0.318712
agent_2050,0.643137,0.825787,0.477024,0.000000
agent_2051,0.526459,0.833820,0.352361,0.491547
agent_2052,0.552292,0.746776,0.446444,0.610941
agent_2053,0.634002,0.647603,0.336875,0.597780
agent_2054,0.776086,0.801079,0.415545,0.306139
agent_2055,0.658471,0.886157,0.362987,0.122081
agent_2056,0.666862,0.668127,0.418687,0.000000
agent_2057,0.626570,0.765948,0.189252,0.371051
agent_2058,0.780308,0.773158,0.408353,0.000000
agent_2059,0.495894,0.894821,0.364971,0.000000
agent_2060,0.648265,0.691784,0.472476,0.000000
agent_2061,0.673084,0.906108,0.201744,0.000000
agent_2062,0.505638,0.818428,0.265887,0.268760
agent_2063,0.657914,0.802662,0.324185,0.000000
agent_2064,0.650779,0.812358,0.534714,0.107312
agent_2065,0.735131,0.791167,0.440888,0.118242
agent_2066,0.680076,0.725945,0.366628,1.000000
agent_2067,0.589062,0.835526,0.585853,0.338905
agent_2068,0.574985,0.874306,0.422647,0.127862
agent_2069,0.696745,0.787204,0.294634,0.000000
agent_2070,0.580873,0.894269,0.441380,0.000000
agent_2071,0.543078,0.831748,0.538126,0.000000
agent_2072,0.526549,0.925459,0.278284,0.824719
agent_2073,0.611355,0.842894,0.285460,0.030601
agent_2074,0.474868,0.781724,0.393205,0.000000
agent_2075,0.753690,0.838461,0.312203,0.000000
agent_2076,0.400060,0.689478,0.447869,1.000000
agent_2077,0.511014,0.864997,0.342578,0.464541
agent_2078,0.620205,0.726718,0.422096,0.029464
agent_2079,0.370051,0.674450,0.424918,0.000000
agent_2080,0.597644,0.833638,0.212248,1.000000
agent_2081,0.473867,0.676160,0.422111,0.000000
agent_2082,0.715265,0.776512,0.301902,0.598700
agent_2083,0.665185,0.913256,0.611784,0.000000
agent_2084,0.564278,0.926162,0.488471,0.506696
agent_2085,0.440731,0.855503,0.321420,0.000000
agent_2086,0.434252,0.655491,0.457487,0.172151
agent_2087,0.674413,0.766055,0.486407,0.000000
agent_2088,0.745383,0.816107,0.330759,0.345335
agent_2089,0.646503,0.913594,0.473214,0.000000
agent_2090,0.577885,0.815802,0.400774,0.434756
agent_2091,0.567352,0.692269,0.534495,0.000000
agent_2092,0.503965,0.821706,0.415352,0.134428
agent_2093,0.731319,0.832297,0.533931,0.000000
agent_2094,0.587514,0.911581,0.379416,0.258477
agent_2095,0.619602,0.930469,0.463332,0.000000
agent_2096,0.517763,0.836825,0.438943,0.000000
agent_2097,0.624595,0.827098,0.519754,0.200439
agent_2098,0.538715,0.774552,0.455168,1.000000
agent_2099,0.447113,0.746369,0.295861,0.783132
agent_2100,0.430985,0.581118,0.505900,0.722705
agent_2101,0.598975,0.556460,0.535305,0.468850
agent_2102,0.768817,1.000000,0.378738,0.645038
agent_2103,0.682857,0.839378,0.344067,0.673412
agent_2104,0.607360,0.782992,0.495313,0.766771
agent_2105,0.638008,0.911228,0.382487,0.010764
agent_2106,0.673750,1.000000,0.353888,0.020193
agent_2107,0.693024,0.824524,0.404565,0.000000
agent_2108,0.538597,0.879000,0.317028,0.669551
agent_2109,0.595882,1.000000,0.416660,0.000000
agent_2110,0.773588,0.733710,0.226262,0.420953
agent_2111,0.662098,0.719610,0.335342,0.482895
agent_2112,0.531002,0.743329,0.471544,0.000000
agent_2113,0.600954,0.835008,0.341773,0.376834
agent_2114,0.532073,0.909566,0.394187,0.000000
agent_2115,0.544854,0.738948,0.353593,0.474844
agent_2116,0.559883,0.734337,0.335521,0.000000
agent_2117,0.563044,0.782869,0.164096,0.356466
agent_2118,0.788423,0.858941,0.459435,0.132531
agent_2119,0.590124,0.734879,0.462203,0.359919
agent_2120,0.719440,0.892821,0.362631,0.036626
agent_2121,0.511871,0.887277,0.292522,0.773712
agent_2122,0.613683,0.810032,0.522312,0.581056
agent_2123,0.669443,0.869621,0.414537,0.141446
agent_2124,0.806646,0.465213,0.290095,0.789336
agent_2125,0.778088,0.574914,0.380788,0.000000
agent_2126,0.473022,0.875534,0.466557,0.111418
agent_2127,0.641190,0.779906,0.371929,0.098111
agent_2128,0.472102,0.900775,0.374445,0.000000
agent_2129,0.619449,0.801197,0.296351,0.437793
agent_2130,0.576679,0.600405,0.448416,0.000000
agent_2131,0.659411,0.788111,0.490076,0.000000
agent_2132,0.615915,0.823034,0.332490,0.179168
agent_2133,0.515577,0.837500,0.277024,0.663588
agent_2134,0.571954,0.764957,0.468442,0.009408
agent_2135,0.705625,0.748574,0.486327,0.000000
agent_2136,0.807014,0.895276,0.228282,0.792377
agent_2137,0.554949,0.674181,0.406597,0.779557
agent_2138,0.587106,0.693913,0.586255,0.504733
agent_2139,0.712659,0.896264,0.348422,0.390211
agent_2140,0.669764,0.767574,0.485255,0.111043
agent_2141,0.866559,0.804402,0.345271,0.453049
agent_2142,0.633705,0.713232,0.434086,0.000000
agent_2143,0.486348,0.863207,0.328923,0.000000
agent_2144,0.560977,0.880562,0.599131,0.634187
agent_2145,0.564247,0.737497,0.549479,0.000000
agent_2146,0.619541,0.825363,0.498066,0.149467
agent_2147,0.478855,0.932836,0.424404,0.000000
agent_2148,0.673750,0.927375,0.351734,0.082811
agent_2149,0.423689,0.843470,0.329873,0.238329
agent_2150,0.574313,0.713198,0.331899,0.000000
agent_2151,0.452526,0.769974,0.320338,0.446899
agent_2152,0.596113,0.762889,0.425122,0.000000
agent_2153,0.611673,0.800109,0.444054,0.147257
agent_2154,0.788452,0.851043,0.518360,0.366918
agent_2155,0.671171,0.885373,0.425102,0.000000
agent_2156,0.665299,0.862390,0.436152,0.460836
agent_2157,0.450564,0.810159,0.388363,0.425408
agent_2158,0.795929,0.883698,0.550187,0.000000
agent_2159,0.697330,0.753288,0.541235,0.000000
agent_2160,0.700314,0.934023,0.476973,0.440808
agent_2161,0.445502,0.831868,0.417464,0.176119
agent_2162,0.511904,0.821625,0.359251,0.033085
agent_2163,0.695072,0.696921,0.477647,0.776108
agent_2164,0.730163,0.722460,0.233884,0.003508
agent_2165,0.566833,0.786759,0.313818,0.293211
agent_2166,0.720967,0.743602,0.447154,0.997718
agent_2167,0.695746,0.752149,0.670275,0.202205
agent_2168,0.642988,0.844409,0.440720,0.286859
agent_2169,0.775933,0.762099,0.512132,0.272221
agent_2170,0.619743,0.950980,0.312312,0.450366
agent_2171,0.532084,0.719296,0.434472,0.671513
agent_2172,0.648636,0.586224,0.468314,0.000000
agent_2173,0.506986,0.701421,0.328768,0.144021
agent_2174,0.662373,0.840486,0.327689,0.000000
agent_2175,0.364777,0.763789,0.513322,0.825942
agent_2176,0.561446,0.828738,0.357265,0.358648
agent_2177,0.629991,1.000000,0.696599,0.000000
agent_2178,0.571789,0.816290,0.364830,0.502555
agent_2179,0.691906,0.729471,0.402013,0.593908
agent_2180,0.549977,0.858124,0.474574,0.000000
agent_2181,0.567587,0.815667,0.511084,0.918078
agent_2182,0.640129,0.743283,0.266213,0.000000
agent_2183,0.555370,0.694547,0.367388,0.000000
agent_2184,0.577521,0.764545,0.290800,0.000000
agent_2185,0.632028,0.877380,0.430895,0.586130
agent_2186,0.480980,0.816501,0.235772,0.056401
agent_2187,0.543523,0.820092,0.353704,0.000000
agent_2188,0.452570,0.677017,0.603050,0.528903
agent_2189,0.534139,0.805847,0.267357,0.059767
agent_2190,0.791224,0.713892,0.393297,0.000000
agent_2191,0.461711,0.826737,0.355818,0.000000
agent_2192,0.619602,0.671692,0.393280,0.727810
agent_2193,0.588708,0.822525,0.483157,0.284036
agent_2194,0.582207,1.000000,0.340260,0.444511
agent_2195,0.621729,0.606765,0.335987,0.413419
agent_2196,0.481643,0.687688,0.339688,0.000000
agent_2197,0.656625,0.894155,0.481369,0.603508
agent_2198,0.637203,0.725014,0.369433,0.000000
agent_2199,0.512656,0.642290,0.407834,0.287082
agent_2200,0.632018,0.718814,0.336019,0.000000
agent_2201,0.633991,0.822220,0.542388,0.419846
agent_2202,0.530997,0.854963,0.340148,0.657327
agent_2203,0.585079,0.756764,0.343079,0.000000
agent_2204,0.610641,0.759628,0.629451,0.304727
agent_2205,0.712504,0.774080,0.274074,0.407450
agent_2206,0.750993,0.691356,0.425621,0.000000
agent_2207,0.582235,0.862028,0.395343,0.000000
agent_2208,0.598068,0.885869,0.277668,0.585935
agent_2209,0.704061,0.950560,0.313883,0.886030
agent_2210,0.679173,0.624661,0.471443,0.662566
agent_2211,0.530065,0.792880,0.435286,0.000000
agent_2212,0.623941,0.773667,0.345469,0.000000
agent_2213,0.593599,0.826346,0.644326,0.000000
agent_2214,0.504686,0.879143,0.572438,0.000000
agent_2215,0.585312,0.571097,0.213759,0.289223
agent_2216,0.728401,0.813126,0.468073,0.490328
agent_2217,0.454828,0.684627,0.503277,0.000000
agent_2218,0.454579,0.877739,0.340590,0.000000
agent_2219,0.700642,0.882738,0.262404,0.000000
agent_2220,0.706742,0.883286,0.401769,0.000000
agent_2221,0.678478,0.832301,0.238982,0.000000
agent_2222,0.702325,0.873984,0.387904,0.635302
agent_2223,0.535886,0.941316,0.359979,0.797234
agent_2224,0.548328,0.906483,0.528371,0.000000
agent_2225,0.481560,0.716703,0.508849,0.183283
agent_2226,0.576734,0.662554,0.275993,0.235036
agent_2227,0.584437,0.784494,0.519458,0.406060
agent_2228,0.716367,0.771082,0.277517,0.000000
agent_2229,0.672772,0.822819,0.578560,0.000000
agent_2230,0.722981,0.595745,0.481916,0.354238
agent_2231,0.467819,0.826614,0.323870,0.000000
agent_2232,0.555182,0.662998,0.419443,0.254113
agent_2233,0.621699,0.858932,0.449788,0.000000
agent_2234,0.370888,0.869001,0.519772,0.117567
agent_2235,0.610586,0.893574,0.688300,0.000000
agent_2236,0.684867,0.809475,0.496589,0.002803
agent_2237,0.602608,0.887662,0.257736,0.000000
agent_2238,0.456153,0.807775,0.359165,0.223555
agent_2239,0.665289,0.846682,0.315077,0.000000
agent_2240,0.732607,0.885079,0.284617,0.138222
agent_2241,0.601057,0.724097,0.220582,0.336251
agent_2242,0.578721,0.674436,0.394120,0.080556
agent_2243,0.632980,0.906466,0.423335,0.000000
agent_2244,0.608425,0.652182,0.331648,0.000000
agent_2245,0.547424,0.719999,0.443917,0.000000
agent_2246,0.587431,0.836271,0.305711,0.996955
agent_2247,0.460563,0.851154,0.403228,0.135836
agent_2248,0.804353,0.885008,0.417826,0.532341
agent_2249,0.492820,0.791503,0.312300,0.000000
agent_2250,0.619665,0.773986,0.360231,0.264096
agent_2251,0.670094,0.841978,0.406759,0.000000
agent_2252,0.510228,0.937629,0.395582,0.000000
agent_2253,0.602396,0.802754,0.441330,0.000000
agent_2254,0.576215,0.843494,0.539627,0.000000
agent_2255,0.539072,0.877007,0.473124,0.346247
agent_2256,0.750687,0.964870,0.303177,0.647133
agent_2257,0.617514,0.939661,0.283531,0.322297
agent_2258,0.520738,0.859557,0.462045,0.000000
agent_2259,0.597195,0.759023,0.488652,0.000000
agent_2260,0.718884,0.651568,0.499911,0.000000
agent_2261,0.562055,0.715961,0.444050,0.264814
agent_2262,0.531611,0.691678,0.434505,0.000000
agent_2263,0.714125,0.714490,0.366634,0.153414
agent_2264,0.740395,0.882926,0.389834,0.000000
agent_2265,0.527498,0.848374,0.331737,0.000000
agent_2266,0.639412,0.907543,0.504882,0.186316
agent_2267,0.481943,0.891883,0.369036,0.056324
agent_2268,0.542008,0.683735,0.295554,0.716774
agent_2269,0.576910,0.815515,0.459520,0.183055
agent_2270,0.662298,0.557665,0.370560,0.651254
agent_2271,0.634964,0.765914,0.332068,0.300288
agent_2272,0.414542,0.883583,0.491638,0.121464
agent_2273,0.544849,0.816167,0.541657,1.000000
agent_2274,0.500474,0.817499,0.472687,0.008064
agent_2275,0.426876,0.707739,0.342430,0.476958
agent_2276,0.741399,0.882382,0.561587,0.000000
agent_2277,0.511106,0.865598,0.387223,0.000000
agent_2278,0.640574,0.629234,0.251981,0.670587
agent_2279,0.623992,0.852541,0.405835,0.503549
agent_2280,0.647999,0.818573,0.359830,0.000000
agent_2281,0.630295,0.702351,0.293429,0.713242
agent_2282,0.592169,0.800929,0.446730,0.816438
agent_2283,0.790691,0.800776,0.376775,0.520144
agent_2284,0.677419,0.736509,0.293221,0.270642
agent_2285,0.478292,0.767764,0.315189,0.000000
agent_2286,0.650813,0.794555,0.440395,0.000000
agent_2287,0.524043,0.807676,0.324732,0.818086
agent_2288,0.533113,0.884391,0.485858,0.024254
agent_2289,0.642304,0.794598,0.439788,0.211644
agent_2290,0.615983,0.801830,0.444263,0.109700
agent_2291,0.501137,0.761846,0.482524,0.422873
agent_2292,0.643441,0.757496,0.489015,0.731076
agent_2293,0.557367,0.887384,0.274038,0.292308
agent_2294,0.538555,0.988429,0.514572,1.000000
agent_2295,0.470147,0.855932,0.479134,0.590281
agent_2296,0.686945,0.795058,0.412915,0.488277
agent_2297,0.756544,0.733174,0.410916,0.559633
agent_2298,0.347972,0.810155,0.306956,0.634912
agent_2299,0.750263,0.750212,0.374913,0.088381
agent_2300,0.367575,0.766922,0.627589,0.000000
agent_2301,0.517319,0.833986,0.382253,0.418175
agent_2302,0.438055,0.617330,0.361156,0.000000
agent_2303,0.751314,0.881137,0.370356,0.428574
agent_2304,0.620656,0.715883,0.590947,0.423460
agent_2305,0.467090,0.650893,0.549674,0.836153
agent_2306,0.605862,0.925741,0.472420,0.000000
agent_2307,0.636496,0.779199,0.489804,0.642524
agent_2308,0.686246,0.910897,0.253438,0.000000
agent_2309,0.600616,0.793106,0.441807,0.862076
agent_2310,0.527604,0.592501,0.433722,0.000000
agent_2311,0.671801,0.526693,0.501499,0.309788
agent_2312,0.583709,0.912718,0.472521,0.517598
agent_2313,0.602555,0.806545,0.278180,0.391536
agent_2314,0.749911,0.751888,0.579357,0.653616
agent_2315,0.561632,0.955383,0.302853,0.000000
agent_2316,0.441844,0.732448,0.369705,0.365460
agent_2317,0.543277,0.794438,0.323862,0.458503
agent_2318,0.683369,0.714942,0.586096,0.032393
agent_2319,0.494298,0.691595,0.331673,0.586993
agent_2320,0.594585,0.726551,0.452151,0.417825
agent_2321,0.446502,0.924683,0.443421,0.000000
agent_2322,0.529025,0.645728,0.476652,0.435531
agent_2323,0.605744,0.672495,0.370758,0.000000
agent_2324,0.452179,0.657548,0.430590,0.177807
agent_2325,0.521476,0.818854,0.294923,0.896054
agent_2326,0.512349,0.816597,0.432354,0.157101
agent_2327,0.491203,0.601630,0.396768,0.633507
agent_2328,0.646020,0.931537,0.302659,0.000000
agent_2329,0.585371,0.757449,0.503736,0.047339
agent_2330,0.605495,0.787795,0.534379,0.000000
agent_2331,0.664260,1.000000,0.356170,0.988888
agent_2332,0.647853,0.814754,0.183269,0.189463
agent_2333,0.481048,0.747129,0.466939,0.734803
agent_2334,0.525047,0.695954,0.524139,0.000000
agent_2335,0.657154,0.830214,0.337899,0.102062
agent_2336,0.607307,0.683843,0.279757,0.886803
agent_2337,0.527697,0.831589,0.337054,0.431446
agent_2338,0.646170,1.000000,0.524247,0.588487
agent_2339,0.692015,0.633064,0.470646,0.000000
agent_2340,0.763930,0.803247,0.441873,0.000000
agent_2341,0.591287,0.720024,0.625590,0.000000
agent_2342,0.426329,0.727553,0.247262,0.000000
agent_2343,0.564998,0.760412,0.552908,0.017046
agent_2344,0.493090,0.819972,0.396288,0.190638
agent_2345,0.599330,0.758311,0.532820,0.021250
agent_2346,0.474539,0.767575,0.472961,0.115314
agent_2347,0.821565,0.711653,0.307051,0.623483
agent_2348,0.601112,0.894309,0.233771,0.504945
agent_2349,0.525964,0.828205,0.398149,0.402245
agent_2350,0.526700,0.956347,0.355459,0.840914
agent_2351,0.712250,0.679528,0.383370,0.368661
agent_2352,0.558753,0.695772,0.533703,0.044516
agent_2353,0.640130,0.616333,0.499904,0.576516
agent_2354,0.738065,0.857591,0.344760,0.106079
agent_2355,0.749260,0.851846,0.249419,0.531393
agent_2356,0.525061,0.805927,0.358232,0.833136
agent_2357,0.566411,0.838956,0.617519,0.063155
agent_2358,0.781789,0.974065,0.412899,0.309289
agent_2359,0.687770,0.665553,0.366372,0.028639
agent_2360,0.513907,0.823979,0.254840,0.787855
agent_2361,0.650490,0.962058,0.295528,0.000000
agent_2362,0.628601,0.966744,0.623769,0.822737
agent_2363,0.659132,0.894416,0.318006,0.000000
agent_2364,0.675423,0.631766,0.355423,0.038436
agent_2365,0.359801,0.800418,0.333049,1.000000
agent_2366,0.640863,0.968466,0.478775,0.000000
agent_2367,0.658590,0.713100,0.398503,0.118120
agent_2368,0.689612,0.722938,0.274947,0.305047
agent_2369,0.542655,0.759926,0.400148,0.081498
agent_2370,0.658128,0.665527,0.372668,0.030037
agent_2371,0.691959,0.876296,0.391456,0.000000
agent_2372,0.709349,0.859994,0.524801,0.000000
agent_2373,0.698268,0.784229,0.357761,0.278563
agent_2374,0.607129,0.903965,0.257476,0.287618
agent_2375,0.526848,0.768589,0.462924,0.000000
agent_2376,0.627931,0.945738,0.606989,0.000000
agent_2377,0.518756,0.810561,0.200670,0.215911
agent_2378,0.665461,0.874386,0.530770,0.587337
agent_2379,0.627783,0.868017,0.356595,0.145252
agent_2380,0.632054,0.815048,0.235494,0.079975
agent_2381,0.572544,0.642609,0.526787,0.000000
agent_2382,0.682882,0.848155,0.395635,0.566272
agent_2383,0.593392,0.655766,0.180268,0.261513
agent_2384,0.689170,0.831292,0.171818,0.517709
agent_2385,0.495305,0.861497,0.399604,0.109597
agent_2386,0.741745,0.796542,0.574610,0.946401
agent_2387,0.427129,0.677384,0.418754,0.172093
agent_2388,0.480099,0.683941,0.226521,0.413881
agent_2389,0.673590,0.722534,0.546557,0.312246
agent_2390,0.659304,0.720083,0.258082,0.000000
agent_2391,0.550333,0.921432,0.473865,0.391021
agent_2392,0.668643,0.821055,0.468036,0.566178
agent_2393,0.395726,0.820144,0.544814,1.000000
agent_2394,0.706141,0.682232,0.241356,0.000000
agent_2395,0.547760,0.830480,0.492143,0.220757
agent_2396,0.549688,0.830498,0.493459,0.000000
agent_2397,0.696461,0.930406,0.531735,0.910737
agent_2398,0.733246,0.836751,0.401609,0.667084
agent_2399,0.597346,0.785120,0.384334,0.000000
agent_2400,0.547254,0.865849,0.373157,0.455200
agent_2401,0.595764,0.877968,0.255637,0.445833
agent_2402,0.599668,0.765516,0.473481,0.127483
agent_2403,0.710279,0.869086,0.340772,0.487745
agent_2404,0.507305,0.809154,0.341748,0.000000
agent_2405,0.704430,0.630060,0.322795,0.224879
agent_2406,0.513058,0.751349,0.499337,0.449483
agent_2407,0.638513,0.799386,0.261808,0.000000
agent_2408,0.648491,0.846435,0.477103,0.456805
agent_2409,0.651141,0.839253,0.412123,0.640082
agent_2410,0.712939,0.900874,0.416620,0.205558
agent_2411,0.587697,0.881434,0.402000,0.000000
agent_2412,0.641611,0.582802,0.360101,0.000000
agent_2413,0.419202,0.749374,0.292246,0.000000
agent_2414,0.607248,1.000000,0.346324,0.253981
agent_2415,0.429426,0.678040,0.344766,0.257236
agent_2416,0.610064,0.755978,0.393968,0.107860
agent_2417,0.610169,0.940429,0.312563,0.335155
agent_2418,0.578436,0.956974,0.556520,0.000000
agent_2419,0.576841,0.995862,0.356779,0.046381
agent_2420,0.542877,0.690993,0.483782,0.822972
agent_2421,0.568279,0.858425,0.425389,0.062806
agent_2422,0.595276,0.705837,0.421929,0.000000
agent_2423,0.405005,0.793309,0.405658,0.085009
agent_2424,0.674435,0.655470,0.408181,0.000000
agent_2425,0.701988,0.731909,0.514230,0.645627
agent_2426,0.408020,0.997445,0.267186,0.632726
agent_2427,0.718716,0.828453,0.262117,0.554487
agent_2428,0.458045,0.588553,0.464495,0.511884
agent_2429,0.693044,0.673685,0.456976,0.000000
agent_2430,0.335476,0.730225,0.516500,0.000000
agent_2431,0.601811,0.839333,0.450894,0.215197
agent_2432,0.672254,0.852389,0.414560,0.000000
agent_2433,0.658239,1.000000,0.294498,0.083252
agent_2434,0.444524,0.892110,0.368173,0.585602
agent_2435,0.538834,0.680549,0.557667,0.127634
agent_2436,0.542944,0.641952,0.378332,0.091752
agent_2437,0.639235,0.882505,0.397967,0.855783
agent_2438,0.626931,0.696052,0.599889,0.176340
agent_2439,0.692136,0.886306,0.386553,0.272888
agent_2440,0.596839,0.883552,0.529535,1.000000
agent_2441,0.468473,0.824603,0.310876,0.420807
agent_2442,0.431699,0.790566,0.454869,0.398248
agent_2443,0.739658,0.787703,0.464280,0.000000
agent_2444,0.493586,0.663237,0.456520,1.000000
agent_2445,0.591253,0.610314,0.387800,0.000000
agent_2446,0.615855,0.849616,0.417421,0.426748
agent_2447,0.542947,1.000000,0.273801,0.558162
agent_2448,0.678399,0.865392,0.450978,0.000000
agent_2449,0.601306,0.910136,0.574901,0.434557
agent_2450,0.559950,0.659395,0.478904,0.568455
agent_2451,0.542514,0.655000,0.335011,0.183302
agent_2452,0.586586,0.747389,0.312981,0.000000
agent_2453,0.688517,0.871413,0.383474,1.000000
agent_2454,0.499039,0.837122,0.460141,0.370442
agent_2455,0.620178,0.649502,0.197853,0.076707
agent_2456,0.638081,1.000000,0.297636,0.000000
agent_2457,0.693007,0.919730,0.374416,0.394925
agent_2458,0.647151,0.747738,0.466191,0.215116
agent_2459,0.812956,0.794936,0.298755,0.487708
agent_2460,0.534469,0.672527,0.333349,0.472475
agent_2461,0.574401,0.709340,0.351010,0.000000
agent_2462,0.672180,0.740800,0.317140,0.071966
agent_2463,0.685574,0.717480,0.326726,0.122319
agent_2464,0.747974,0.815525,0.349744,0.000000
agent_2465,0.680358,0.861809,0.344010,0.000000
agent_2466,0.623835,0.979495,0.318304,0.000000
agent_2467,0.665497,0.619217,0.380005,0.294775
agent_2468,0.565692,0.824154,0.543902,1.000000
agent_2469,0.549634,0.936000,0.591826,0.492323
agent_2470,0.709410,0.903292,0.505072,0.319104
agent_2471,0.632164,0.890934,0.311829,0.300739
agent_2472,0.662440,0.835433,0.363526,0.000000
agent_2473,0.898994,0.824668,0.349723,0.000000
agent_2474,0.654471,0.783237,0.232711,0.109389
agent_2475,0.548274,0.679785,0.496804,0.017831
agent_2476,0.631994,0.768533,0.566629,0.248191
agent_2477,0.700874,0.823413,0.322145,0.691799
agent_2478,0.563695,0.584666,0.382911,0.000000
agent_2479,0.663951,0.700041,0.392044,0.659146
agent_2480,0.709914,0.781244,0.519514,0.000000
agent_2481,0.769015,0.795327,0.311982,0.000000
agent_2482,0.621464,0.747311,0.370685,0.215259
agent_2483,0.779226,0.979458,0.246607,0.000000
agent_2484,0.549752,0.658091,0.461345,0.192726
agent_2485,0.613546,0.793425,0.380828,0.237045
agent_2486,0.751783,0.899375,0.343355,0.049618
agent_2487,0.337506,1.000000,0.422076,0.000000
agent_2488,0.519053,0.438536,0.380548,0.490612
agent_2489,0.792612,0.809521,0.406884,0.000000
agent_2490,0.501502,0.821868,0.381452,0.047494
agent_2491,0.596742,0.794674,0.362018,0.715405
agent_2492,0.675736,0.813512,0.544033,0.000000
agent_2493,0.704205,0.988725,0.276977,1.000000
agent_2494,0.510816,0.862635,0.336367,0.254920
agent_2495,0.563764,0.757476,0.358363,0.383589
agent_2496,0.509517,0.771978,0.384046,0.654554
agent_2497,0.472364,0.852535,0.420482,0.594567
agent_2498,0.331357,0.747407,0.481567,1.000000
agent_2499,0.531130,0.775820,0.329244,0.819438
agent_2500,0.545389,0.811976,0.277820,0.567142
agent_2501,0.659375,0.855061,0.363708,0.366646
agent_2502,0.648977,0.866660,0.230346,0.000000
agent_2503,0.474596,1.000000,0.503054,0.000000
agent_2504,0.491253,0.763629,0.472327,1.000000
agent_2505,0.535698,0.716494,0.425641,0.000000
agent_2506,0.531067,0.873968,0.352950,0.566441
agent_2507,0.453676,0.619599,0.368821,0.109533
agent_2508,0.586614,0.837401,0.314952,0.000000
agent_2509,0.595849,0.701505,0.427236,0.000000
agent_2510,0.503578,0.683969,0.368503,0.483463
agent_2511,0.642976,0.862593,0.534854,1.000000
agent_2512,0.502821,0.891272,0.340257,0.422131
agent_2513,0.515538,0.770125,0.386491,0.000000
agent_2514,0.606315,0.701347,0.306038,0.000000
agent_2515,0.641611,0.743796,0.571908,0.195856
agent_2516,0.688678,0.790789,0.307757,0.489267
agent_2517,0.621193,0.862747,0.464661,0.434062
agent_2518,0.508926,0.832428,0.424662,0.000000
agent_2519,0.698651,1.000000,0.387397,0.000532
agent_2520,0.544924,0.858873,0.355245,0.000000
agent_2521,0.502044,0.660575,0.387884,0.370336
agent_2522,0.473652,0.729390,0.252692,0.189290
agent_2523,0.544686,0.852295,0.215716,0.351854
agent_2524,0.682583,0.726607,0.343501,0.440736
agent_2525,0.531644,0.743603,0.374077,0.000000
agent_2526,0.542076,0.826022,0.459902,0.000000
agent_2527,0.753920,0.802845,0.486215,0.597093
agent_2528,0.509250,0.710527,0.413052,0.114949
agent_2529,0.613809,0.793520,0.376179,0.668137
agent_2530,0.502461,0.606809,0.613276,0.241009
agent_2531,0.657849,0.770796,0.219023,0.159886
agent_2532,0.675956,0.760000,0.589048,0.025624
agent_2533,0.563511,0.655422,0.337370,0.608486
agent_2534,0.489313,0.708812,0.291800,0.273035
agent_2535,0.450172,0.861559,0.340811,0.485374
agent_2536,0.583613,0.970199,0.289542,1.000000
agent_2537,0.823792,0.772101,0.545978,1.000000
agent_2538,0.577717,0.864272,0.454105,0.049077
agent_2539,0.528979,0.829660,0.409953,0.611756
agent_2540,0.546895,0.816779,0.379210,0.650914
agent_2541,0.511516,0.966379,0.442895,0.000000
agent_2542,0.606781,0.761640,0.440501,0.256082
agent_2543,0.557927,0.793558,0.509305,0.121150
agent_2544,0.549857,0.821600,0.406724,0.467825
agent_2545,0.669590,0.832770,0.341466,0.000000
agent_2546,0.532313,0.896740,0.436703,0.000000
agent_2547,0.652781,0.850865,0.311448,0.000000
agent_2548,0.501120,0.649129,0.547716,0.663291
